"","time","summary","icon","sunriseTime","sunsetTime","moonPhase","precipIntensity","precipIntensityMax","precipProbability","temperatureHigh","temperatureHighTime","temperatureLow","temperatureLowTime","apparentTemperatureHigh","apparentTemperatureHighTime","apparentTemperatureLow","apparentTemperatureLowTime","dewPoint","humidity","pressure","windSpeed","windGust","windGustTime","windBearing","cloudCover","uvIndex","uvIndexTime","visibility","temperatureMin","temperatureMinTime","temperatureMax","temperatureMaxTime","apparentTemperatureMin","apparentTemperatureMinTime","apparentTemperatureMax","apparentTemperatureMaxTime","date","precipIntensityMaxTime","precipAccumulation","precipType"
"277",1538625600,"Mostly cloudy throughout the day.","partly-cloudy-day",1538650612,1538692475,0.84,0.0012,0.0242,0.86,75.21,1538683200,59.61,1538737200,75.6,1538679600,59.61,1538737200,60.88,0.84,1015.99,1.44,7.33,1538668800,217,0.56,4,1538668800,9.61,58.31,1538643600,75.21,1538683200,58.31,1538643600,75.6,1538679600,2018-10-04,1538690400,NA,"rain"
"278",1538712000,"Mostly cloudy throughout the day.","partly-cloudy-day",1538737073,1538778776,0.87,0,0,0,68.76,1538769600,62.83,1538798400,68.76,1538769600,62.83,1538798400,55.24,0.72,1019.72,3.96,9.61,1538748000,29,0.61,4,1538758800,9.99,59.61,1538737200,71.43,1538712000,59.61,1538737200,72.22,1538712000,2018-10-05,NA,NA,NA
"279",1538798400,"Overcast throughout the day.","cloudy",1538823535,1538865078,0.91,3e-04,0.0014,0.17,65.76,1538866800,65.92,1538870400,66.33,1538866800,66.55,1538870400,60.43,0.87,1022.41,3.71,7.62,1538856000,166,1,3,1538838000,8.93,62.83,1538798400,66.76,1538881200,62.83,1538798400,67.41,1538881200,2018-10-06,1538874000,NA,"rain"
"280",1538884800,"Mostly cloudy until evening.","partly-cloudy-day",1538909997,1538951380,0.95,1e-04,0.0013,0.15,79.02,1538942400,65.46,1539000000,81.66,1538942400,66.17,1539000000,68.02,0.88,1022.05,3.04,6.55,1538888400,233,0.79,3,1538924400,8.75,66.67,1538884800,79.02,1538942400,67.39,1538884800,81.66,1538942400,2018-10-07,1538888400,NA,"rain"
"281",1538971200,"Overcast throughout the day.","cloudy",1538996460,1539037683,0.98,3e-04,0.0014,0.19,65.99,1538996400,64.07,1539043200,66.65,1538996400,64.55,1539043200,63.76,0.92,1028.61,4.64,8.51,1539025200,83,0.95,3,1539010800,6.92,63.94,1539039600,71.13,1538971200,64.41,1539039600,72.28,1538971200,2018-10-08,1539039600,NA,"rain"
"282",1539057600,"Mostly cloudy throughout the day.","partly-cloudy-day",1539082922,1539123986,0.03,4e-04,0.0043,0.36,76.23,1539115200,68.84,1539169200,77.24,1539115200,69.89,1539169200,67.02,0.9,1026.37,1.84,4.58,1539097200,192,0.89,3,1539097200,8.29,65.26,1539057600,76.23,1539115200,65.99,1539057600,77.24,1539115200,2018-10-09,1539068400,NA,"rain"
"283",1539144000,"Mostly cloudy throughout the day.","partly-cloudy-day",1539169386,1539210291,0.06,0,0,0,80.09,1539198000,71.51,1539241200,82.88,1539198000,72.74,1539241200,68.88,0.88,1018.72,3.13,6.71,1539223200,200,0.72,3,1539190800,9.4,68.84,1539169200,80.09,1539198000,69.89,1539169200,82.88,1539198000,2018-10-10,NA,NA,NA
"284",1539230400,"Rain starting in the afternoon, continuing until evening.","rain",1539255849,1539296596,0.09,0.0197,0.0829,1,75.45,1539284400,58.56,1539345600,76.98,1539284400,58.56,1539345600,70.05,0.94,1006.65,3.61,10.49,1539280800,197,0.95,3,1539273600,8.92,69.66,1539313200,75.45,1539284400,70.88,1539313200,76.98,1539284400,2018-10-11,1539273600,NA,"rain"
"285",1539316800,"Mostly cloudy until afternoon.","partly-cloudy-day",1539342313,1539382901,0.12,0.0046,0.0541,0.76,60.88,1539370800,47.91,1539432000,60.88,1539370800,46.22,1539432000,47.89,0.67,1003.17,7.85,19.73,1539352800,331,0.47,4,1539360000,9.69,51.13,1539399600,69.4,1539316800,51.13,1539399600,70.58,1539316800,2018-10-12,1539334800,NA,"rain"
"286",1539403200,"Light rain in the morning.","rain",1539428777,1539469207,0.16,0.0035,0.0311,1,55.74,1539464400,42.9,1539504000,55.74,1539464400,42.9,1539504000,41.97,0.72,1012.2,4.24,10.2,1539453600,294,0.58,3,1539446400,9.92,47.21,1539435600,55.74,1539464400,45.21,1539435600,55.74,1539464400,2018-10-13,1539432000,NA,"rain"
"287",1539489600,"Partly cloudy until afternoon.","partly-cloudy-day",1539515242,1539555515,0.19,0,0,0,57.09,1539540000,51.01,1539576000,57.09,1539540000,51.01,1539576000,40.61,0.71,1022.85,2.45,7.08,1539543600,251,0.28,4,1539532800,10,42.9,1539504000,57.09,1539540000,42.9,1539504000,57.09,1539540000,2018-10-14,NA,NA,NA
"288",1539576000,"Overcast throughout the day.","cloudy",1539601707,1539641823,0.22,8e-04,0.0066,0.6,65.53,1539644400,46.46,1539691200,65.98,1539644400,41.86,1539691200,55.19,0.82,1017.44,5.18,11.17,1539651600,216,0.97,3,1539619200,9.6,51.01,1539576000,67.28,1539658800,51.01,1539576000,67.41,1539658800,2018-10-15,1539601200,NA,"rain"
"289",1539662400,"Clear throughout the day.","clear-day",1539688172,1539728132,0.25,0.001,0.008,0.79,54.84,1539723600,44.39,1539770400,54.84,1539723600,42.59,1539770400,37.16,0.58,1018.31,6.71,13.9,1539669600,296,0.3,4,1539705600,10,46.46,1539691200,63.49,1539662400,41.86,1539691200,63.49,1539662400,2018-10-16,1539666000,NA,"rain"
"290",1539748800,"Mostly cloudy starting in the afternoon, continuing until evening.","partly-cloudy-day",1539774638,1539814441,0.28,0,0,0,61.48,1539802800,41.66,1539864000,61.48,1539802800,36.55,1539864000,37.29,0.59,1015.33,7.28,19.26,1539792000,278,0.26,4,1539792000,10,44.39,1539770400,61.48,1539802800,42.59,1539770400,61.48,1539802800,2018-10-17,NA,NA,NA
"291",1539835200,"Partly cloudy in the morning.","partly-cloudy-night",1539861104,1539900752,0.31,0,0,0,50.74,1539889200,37.8,1539936000,50.74,1539889200,36.02,1539939600,25.3,0.46,1025.55,7.64,14.82,1539892800,309,0.17,4,1539878400,10,41.47,1539918000,50.74,1539889200,36.55,1539864000,50.74,1539889200,2018-10-18,NA,NA,NA
"292",1539921600,"Mostly cloudy overnight.","partly-cloudy-night",1539947570,1539987064,0.34,0,0,0,59.71,1539975600,53.29,1540026000,59.71,1539975600,53.29,1540026000,35,0.6,1022.56,5.35,10.65,1539975600,237,0.04,4,1539964800,10,37.8,1539936000,59.71,1539975600,36.02,1539939600,59.71,1539975600,2018-10-19,NA,NA,NA
"293",1540008000,"Mostly cloudy throughout the day.","partly-cloudy-day",1540034037,1540073376,0.37,0.0012,0.013,0.85,62.19,1540065600,46.78,1540123200,62.19,1540065600,41.73,1540123200,47.38,0.73,1006.35,5.97,11.43,1540047600,245,0.72,3,1540051200,9.91,51.55,1540090800,62.19,1540065600,51.55,1540090800,62.19,1540065600,2018-10-20,1540022400,NA,"rain"
"294",1540094400,"Mostly cloudy until afternoon.","partly-cloudy-day",1540120505,1540159690,0.4,2e-04,0.002,0.22,47.78,1540119600,35.28,1540202400,43.03,1540119600,32.22,1540195200,31.93,0.6,1012.22,8.77,24.41,1540152000,323,0.62,3,1540137600,10,37.95,1540177200,51.22,1540094400,34.92,1540173600,51.22,1540094400,2018-10-21,1540101600,NA,"rain"
"295",1540180800,"Mostly cloudy until evening.","partly-cloudy-day",1540206972,1540246005,0.43,0,0,0,50.84,1540242000,43.74,1540278000,50.84,1540242000,43.74,1540278000,31.71,0.65,1022.9,3.86,8.4,1540231200,244,0.45,3,1540224000,10,35.28,1540202400,50.84,1540242000,32.22,1540195200,50.84,1540242000,2018-10-22,NA,NA,NA
"296",1540267200,"Mostly cloudy until evening.","partly-cloudy-day",1540293440,1540332321,0.46,0,8e-04,0,64.1,1540324800,44.95,1540378800,64.1,1540324800,40.93,1540378800,40.12,0.65,1016.97,3.49,9.59,1540339200,265,0.63,3,1540310400,10,43.74,1540278000,64.1,1540324800,43.74,1540278000,64.1,1540324800,2018-10-23,1540335600,NA,NA
"297",1540353600,"Partly cloudy until evening.","partly-cloudy-day",1540379909,1540418638,0.51,0,0,0,54.22,1540407600,39.67,1540465200,54.22,1540407600,37.09,1540468800,34.36,0.58,1017.82,7.77,21.24,1540396800,316,0.38,3,1540396800,10,44.86,1540436400,54.22,1540407600,40.6,1540436400,54.22,1540407600,2018-10-24,NA,NA,NA
"298",1540440000,"Clear throughout the day.","clear-day",1540466377,1540504956,0.53,0,0,0,51.04,1540494000,35.43,1540551600,51.04,1540494000,35.43,1540551600,30.47,0.58,1019.78,6.1,9.97,1540501200,318,0.07,4,1540486800,10,39.67,1540465200,51.04,1540494000,37.09,1540468800,51.04,1540494000,2018-10-25,NA,NA,NA
"299",1540526400,"Mostly cloudy throughout the day.","partly-cloudy-day",1540552847,1540591275,0.57,0,0,0,48.97,1540584000,44.31,1540623600,48.59,1540587600,39.11,1540627200,32.65,0.67,1019.48,1.47,9.68,1540609200,77,0.52,3,1540569600,10,35.43,1540551600,48.97,1540584000,35.43,1540551600,48.59,1540587600,2018-10-26,NA,NA,NA
"300",1540612800,"Rain until afternoon, starting again in the evening.","rain",1540639316,1540677596,0.6,0.0284,0.0897,1,50.1,1540681200,45.5,1540713600,50.1,1540681200,42.73,1540720800,45.02,0.92,1005.8,9.49,23.96,1540656000,44,1,2,1540652400,4.81,44.31,1540623600,50.1,1540681200,39.11,1540627200,50.1,1540681200,2018-10-27,1540634400,NA,"rain"
"301",1540699200,"Mostly cloudy throughout the day.","partly-cloudy-day",1540725786,1540763918,0.64,6e-04,0.0066,0.9,52.41,1540753200,48.56,1540792800,52.41,1540753200,46.49,1540814400,43.45,0.83,1007.41,5.23,8.8,1540735200,255,0.92,2,1540738800,9.15,45.5,1540713600,52.41,1540753200,42.73,1540720800,52.41,1540753200,2018-10-28,1540699200,NA,"rain"
"302",1540785600,"Mostly cloudy throughout the day.","partly-cloudy-day",1540812256,1540850241,0.67,0.002,0.0117,0.97,55.08,1540836000,NA,NA,55.08,1540836000,NA,NA,44.47,0.8,1007.83,5.43,11.24,1540832400,255,0.87,3,1540832400,9.91,46.81,1540868400,55.08,1540836000,44.01,1540868400,55.08,1540836000,2018-10-29,1540789200,NA,"rain"
"303",1540872000,"Clear throughout the day.","clear-day",1540898726,1540936565,0.71,0,0,0,55.78,1540929600,38.19,1540972800,55.78,1540929600,38.19,1540972800,30.92,0.53,1017.52,5.35,10.62,1540926000,296,0.02,3,1540915200,10,41.71,1540893600,55.78,1540929600,38.16,1540900800,55.78,1540929600,2018-10-30,NA,NA,NA
"304",1540958400,"Mostly cloudy starting in the evening.","partly-cloudy-night",1540985197,1541022891,0.75,0,0,0,65.03,1541012400,52.88,1541073600,65.03,1541012400,52.88,1541073600,41.08,0.68,1017.51,3.37,9.66,1541005200,194,0.3,3,1541001600,10,38.19,1540972800,65.03,1541012400,38.19,1540972800,65.03,1541012400,2018-10-31,NA,NA,NA
"305",1541044800,"Partly cloudy until afternoon.","partly-cloudy-day",1541071668,1541109219,0.79,0,0,0,69.49,1541098800,63.89,1541116800,69.49,1541098800,63.89,1541116800,53.59,0.77,1011.1,3.29,7.55,1541120400,199,0.44,3,1541088000,9.98,52.88,1541073600,69.49,1541098800,52.88,1541073600,69.49,1541098800,2018-11-01,NA,NA,NA
"306",1541131200,"Rain starting in the evening.","rain",1541158139,1541195547,0.82,0.0077,0.1094,1,69.77,1541185200,57.43,1541235600,70.18,1541185200,57.43,1541235600,62.2,0.86,1005.73,7.01,10.8,1541174400,190,0.92,2,1541170800,9.08,63.99,1541210400,69.77,1541185200,64.62,1541210400,70.18,1541185200,2018-11-02,1541214000,NA,"rain"
"307",1541217600,"Rain in the morning.","rain",1541244610,1541281877,0.86,0.0215,0.1522,1,58.72,1541242800,40.59,1541332800,58.73,1541242800,40.59,1541332800,46.08,0.72,1009.57,5.96,27.88,1541268000,270,0.65,2,1541257200,8.88,49.5,1541300400,64.51,1541217600,46.26,1541300400,65.1,1541217600,2018-11-03,1541228400,NA,"rain"
"308",1541304000,"Clear throughout the day.","clear-day",1541331081,1541368209,0.9,0,0,0,55.5,1541361600,44.91,1541386800,55.5,1541361600,44.91,1541386800,34.06,0.6,1031.57,1.15,9.75,1541304000,293,0.06,3,1541350800,10,40.59,1541332800,55.5,1541361600,40.59,1541332800,55.5,1541361600,2018-11-04,NA,NA,NA
"309",1541394000,"Light rain in the morning and evening.","rain",1541417556,1541454539,0.93,0.007,0.0528,1,53.02,1541448000,49.19,1541494800,53.02,1541448000,46.71,1541484000,45.91,0.86,1026.2,6.31,10.53,1541437200,69,0.82,2,1541430000,8,45.92,1541394000,53.02,1541448000,45.51,1541408400,53.02,1541448000,2018-11-05,1541433600,NA,"rain"
"310",1541480400,"Rain in the afternoon and evening.","rain",1541504028,1541540874,0.97,0.0165,0.1304,1,57.83,1541527200,49.74,1541592000,57.83,1541527200,48.58,1541592000,52.49,0.96,1012.53,0.57,7.32,1541480400,138,0.9,2,1541516400,5.73,49.19,1541494800,57.83,1541527200,46.71,1541484000,57.83,1541527200,2018-11-06,1541523600,NA,"rain"
"311",1541566800,"Partly cloudy in the evening.","partly-cloudy-night",1541590500,1541627211,0.02,0,0,0,62.39,1541617200,43.88,1541678400,62.39,1541617200,42.72,1541678400,41.81,0.59,1014.89,7.21,16.66,1541610000,249,0.17,3,1541606400,9.85,49.74,1541592000,62.39,1541617200,48.58,1541592000,62.39,1541617200,2018-11-07,NA,NA,NA
"312",1541653200,"Clear throughout the day.","clear-day",1541676971,1541713549,0.04,0,0,0,55.3,1541707200,38.27,1541757600,55.3,1541707200,35.86,1541757600,31.94,0.51,1023.67,4.23,9.35,1541656800,331,0.06,3,1541692800,10,43.78,1541736000,55.97,1541653200,41.99,1541732400,55.97,1541653200,2018-11-08,NA,NA,NA
"313",1541739600,"Rain starting in the afternoon, continuing until evening.","rain",1541763443,1541799888,0.07,0.0231,0.1591,1,50.65,1541790000,43.53,1541851200,50.65,1541790000,38.62,1541851200,38.47,0.76,1021.58,5.19,10.87,1541815200,68,0.63,2,1541775600,8.56,38.27,1541757600,50.65,1541790000,35.86,1541757600,50.65,1541790000,2018-11-09,1541804400,NA,"rain"
"314",1541826000,"Partly cloudy until afternoon.","partly-cloudy-day",1541849915,1541886230,0.1,0.0011,0.0119,0.76,45.24,1541862000,32.16,1541937600,39.74,1541862000,27.51,1541937600,28.08,0.6,1014.88,8.59,26.25,1541869200,284,0.42,2,1541862000,9.22,34.85,1541908800,49.26,1541826000,29.07,1541908800,47.76,1541826000,2018-11-10,1541826000,NA,"rain"
"315",1541912400,"Clear throughout the day.","clear-day",1541936387,1541972573,0.13,0,0,0,45.85,1541966400,31.59,1542024000,42.05,1541966400,31.59,1542024000,22.8,0.54,1027.34,4.73,9.05,1541944800,289,0.02,3,1541955600,10,32.16,1541937600,45.85,1541966400,27.51,1541937600,42.05,1541966400,2018-11-11,NA,NA,NA
"316",1541998800,"Rain overnight.","rain",1542022859,1542058918,0.16,1e-04,0.0019,0.43,47.91,1542049200,44.37,1542088800,46.68,1542052800,41.34,1542088800,29.56,0.65,1029.05,1.09,6.64,1542049200,180,0.33,2,1542034800,9.93,31.59,1542024000,47.91,1542049200,31.59,1542024000,46.68,1542052800,2018-11-12,1542081600,NA,"rain"
"317",1542085200,"Rain in the morning.","rain",1542109331,1542145264,0.19,0.0351,0.1336,1,48.33,1542117600,36.24,1542200400,48.33,1542117600,28.4,1542200400,40.54,0.83,1015.83,5.72,11.47,1542153600,332,0.96,2,1542124800,6.79,42.37,1542168000,48.33,1542117600,37.24,1542168000,48.33,1542117600,2018-11-13,1542114000,NA,"rain"
"318",1542171600,"Partly cloudy until afternoon.","partly-cloudy-day",1542195802,1542231613,0.22,0,0,0,39.31,1542222000,29.93,1542283200,32.6,1542222000,23.65,1542283200,17.43,0.45,1028.94,8.77,14.38,1542207600,328,0.34,2,1542207600,10,31.6,1542254400,42.12,1542171600,26.15,1542254400,36.74,1542171600,2018-11-14,NA,NA,NA
"319",1542258000,"Snow (< 1 in.) starting in the afternoon, continuing until evening.","snow",1542282273,1542317963,0.25,0.0058,0.0249,0.49,33.49,1542304800,31.43,1542330000,26.13,1542301200,21.67,1542330000,21.47,0.68,1029.24,8.49,21.18,1542337200,51,0.64,2,1542294000,6.91,29.52,1542319200,36.62,1542340800,20.76,1542326400,30.16,1542276000,2018-11-15,1542319200,0.562,"snow"
"320",1542344400,"Rain until afternoon.","rain",1542368745,1542404315,0.28,0.018,0.0535,0.99,44.32,1542394800,37.8,1542438000,38.65,1542394800,31.95,1542438000,32.99,0.78,1005.97,5.23,20.5,1542358800,322,0.73,2,1542384000,8.14,35.16,1542369600,44.32,1542394800,26.44,1542369600,38.65,1542394800,2018-11-16,1542369600,NA,"rain"
"321",1542430800,"Mostly cloudy throughout the day.","partly-cloudy-day",1542455215,1542490669,0.31,0,0,0,46.63,1542474000,37.56,1542542400,42.72,1542474000,35.13,1542528000,30.75,0.63,1020.83,6.9,9.8,1542484800,272,0.78,2,1542466800,10,37.8,1542438000,46.63,1542474000,31.95,1542438000,42.72,1542474000,2018-11-17,NA,NA,NA
"322",1542517200,"Mostly cloudy throughout the day.","partly-cloudy-day",1542541686,1542577025,0.35,0,0,0,42.28,1542571200,36.9,1542614400,42.28,1542571200,36.9,1542614400,28.37,0.61,1026.68,1.1,7.04,1542517200,356,0.88,2,1542556800,10,37.56,1542542400,42.35,1542589200,35.13,1542528000,42.35,1542589200,2018-11-18,NA,NA,NA
"323",1542603600,"Mostly cloudy throughout the day.","partly-cloudy-day",1542628156,1542663383,0.38,0,0,0,50.06,1542654000,42.21,1542718800,50.06,1542654000,39.5,1542715200,37.35,0.79,1018.62,0.58,4.29,1542686400,345,0.68,2,1542643200,9.32,36.9,1542614400,50.06,1542654000,36.9,1542614400,50.06,1542654000,2018-11-19,NA,NA,NA
"324",1542690000,"Mostly cloudy throughout the day.","partly-cloudy-day",1542714626,1542749742,0.41,0,0,0,45.96,1542744000,34.14,1542801600,41.06,1542744000,29.54,1542801600,35.16,0.73,1012.97,5.05,12.47,1542744000,321,0.88,2,1542729600,9.3,39.23,1542772800,45.96,1542744000,35.47,1542772800,44.11,1542700800,2018-11-20,NA,NA,NA
"325",1542776400,"Mostly cloudy until evening.","partly-cloudy-day",1542801095,1542836104,0.44,0,0,0,43.73,1542826800,19.28,1542888000,37.88,1542830400,7.95,1542888000,23.03,0.55,1018.11,7.58,19.94,1542859200,280,0.59,2,1542816000,9.97,28.3,1542859200,43.73,1542826800,18.95,1542859200,37.88,1542830400,2018-11-21,NA,NA,NA
"326",1542862800,"Clear throughout the day.","clear-day",1542887563,1542922468,0.47,0,0,0,27.51,1542913200,13.53,1542974400,16.57,1542916800,6.85,1542967200,1.2,0.39,1030.42,10.06,15.33,1542909600,327,0.03,2,1542898800,10,17.59,1542945600,27.51,1542913200,7.69,1542945600,17.11,1542862800,2018-11-22,NA,NA,NA
"327",1542949200,"Clear throughout the day.","clear-day",1542974031,1543008834,0.52,0,0,0,31.55,1543003200,26.68,1543046400,30.02,1543010400,26.68,1543046400,2.5,0.41,1034.25,1.48,7.55,1542949200,290,0.05,2,1542985200,10,13.53,1542974400,31.55,1543003200,6.85,1542967200,30.02,1543010400,2018-11-23,NA,NA,NA
"328",1543035600,"Heavy rain starting in the evening.","rain",1543060499,1543095202,0.55,0.0224,0.2588,1,44.68,1543104000,45.12,1543107600,40.86,1543104000,41.06,1543107600,28.21,0.71,1018.26,3.73,10.64,1543118400,48,0.72,2,1543075200,8.95,26.68,1543046400,47.46,1543118400,26.68,1543046400,43.02,1543114800,2018-11-24,1543118400,NA,"rain"
"329",1543122000,"Mostly cloudy throughout the day.","partly-cloudy-day",1543146966,1543181572,0.59,0.0315,0.2219,1,54.56,1543176000,40.13,1543219200,54.56,1543176000,40.13,1543219200,41.2,0.75,1009.41,5.39,12.16,1543132800,341,0.8,2,1543161600,9.13,45.49,1543143600,54.56,1543176000,41.19,1543140000,54.56,1543176000,2018-11-25,1543122000,NA,"rain"
"330",1543208400,"Rain starting in the afternoon.","rain",1543233432,1543267944,0.62,0.0299,0.1925,1,51.94,1543251600,40.36,1543320000,51.94,1543251600,33.41,1543320000,42.67,0.85,1005.72,4.79,11.56,1543266000,86,0.86,2,1543248000,7.96,40.13,1543219200,51.94,1543251600,40.13,1543219200,51.94,1543251600,2018-11-26,1543266000,NA,"rain"
"331",1543294800,"Overcast throughout the day.","cloudy",1543319897,1543354318,0.66,0.0017,0.0177,0.89,43.85,1543334400,36.26,1543406400,37.73,1543334400,28.93,1543381200,31.45,0.69,996.66,10,24.33,1543341600,279,0.96,2,1543334400,9.58,37.06,1543377600,44.88,1543294800,30.25,1543377600,41.42,1543294800,2018-11-27,1543294800,NA,"rain"
"332",1543381200,"Overcast throughout the day.","cloudy",1543406361,1543440695,0.7,0,0,0,40.39,1543435200,39.57,1543485600,34.27,1543431600,33.29,1543489200,25.47,0.59,999.96,9.79,25.21,1543428000,291,0.95,2,1543420800,10,36.26,1543406400,40.39,1543435200,28.93,1543381200,34.51,1543453200,2018-11-28,NA,NA,NA
"333",1543467600,"Mostly cloudy throughout the day.","partly-cloudy-day",1543492825,1543527074,0.74,0,0,0,44.78,1543518000,35.82,1543561200,38.92,1543514400,32.95,1543554000,26.72,0.56,1012.02,9.24,25.17,1543514400,315,0.72,2,1543507200,10,37.94,1543550400,44.78,1543518000,33.29,1543489200,38.92,1543514400,2018-11-29,NA,NA,NA
"334",1543554000,"Overcast throughout the day.","cloudy",1543579287,1543613454,0.77,3e-04,0.0032,0.31,40.95,1543600800,33.32,1543665600,40.95,1543600800,33.32,1543665600,29.97,0.72,1017.6,1.2,5.3,1543554000,273,0.88,2,1543597200,9.98,35.82,1543561200,40.95,1543600800,32.95,1543554000,40.95,1543600800,2018-11-30,1543608000,NA,"rain"
"335",1543640400,"Light rain overnight.","rain",1543665749,1543699837,0.81,0.0014,0.0108,0.87,44.61,1543687200,41.29,1543716000,44.61,1543687200,38.31,1543712400,33.68,0.78,1021.66,1.35,6.46,1543723200,83,0.5,2,1543680000,9.69,33.32,1543665600,44.61,1543687200,33.32,1543665600,44.61,1543687200,2018-12-01,1543716000,NA,"rain"
"336",1543726800,"Rain in the morning.","rain",1543752209,1543786223,0.85,0.0252,0.1035,1,52.17,1543795200,51.16,1543838400,52.17,1543795200,51.16,1543838400,47.81,0.97,1008.02,2.29,7.64,1543748400,72,1,2,1543770000,2.56,41.83,1543726800,52.64,1543809600,38.36,1543726800,52.64,1543809600,2018-12-02,1543741200,NA,"rain"
"337",1543813200,"Mostly cloudy throughout the day.","partly-cloudy-day",1543838668,1543872610,0.88,0,0,0,53.5,1543852800,36.31,1543924800,53.5,1543852800,29.33,1543921200,41.58,0.72,1003.93,7.43,13.27,1543863600,269,0.66,2,1543852800,9.19,45.1,1543896000,54.01,1543813200,40.94,1543896000,54.01,1543813200,2018-12-03,NA,NA,NA
"338",1543899600,"Mostly cloudy until afternoon.","partly-cloudy-day",1543925126,1543959000,0.92,0,0,0,41.55,1543946400,25.59,1544007600,35.63,1543946400,21.08,1544014800,20.37,0.5,1013.61,7.99,15.38,1543932000,330,0.35,2,1543939200,10,29.91,1543982400,44.2,1543899600,24.8,1543978800,40.2,1543899600,2018-12-04,NA,NA,NA
"339",1543986000,"Partly cloudy starting in the afternoon, continuing until evening.","partly-cloudy-day",1544011583,1544045392,0.95,0,0,0,35.91,1544040000,27.55,1544094000,35.57,1544043600,20.26,1544094000,17.36,0.57,1018.58,3.17,8.17,1544029200,8,0.17,2,1544025600,10,25.59,1544007600,35.91,1544040000,21.08,1544014800,35.57,1544043600,2018-12-05,NA,NA,NA
"340",1544072400,"Mostly cloudy starting in the evening.","partly-cloudy-night",1544098039,1544131786,0.98,0,0,0,38.95,1544119200,33.95,1544187600,32.69,1544119200,27.48,1544187600,20.6,0.58,1021.53,6.89,12.58,1544126400,261,0.38,2,1544112000,10,27.55,1544094000,38.95,1544119200,20.26,1544094000,32.69,1544119200,2018-12-06,NA,NA,NA
"341",1544158800,"Partly cloudy in the morning.","partly-cloudy-night",1544184493,1544218182,0.02,0,0,0,37.34,1544205600,22.28,1544270400,30.17,1544194800,18.15,1544259600,16.23,0.48,1026.54,6.95,12.92,1544202000,309,0.22,2,1544198400,10,27.27,1544241600,37.43,1544158800,22.39,1544238000,32.04,1544162400,2018-12-07,NA,NA,NA
"342",1544245200,"Mostly cloudy until evening.","partly-cloudy-day",1544270946,1544304581,0.05,0,0,0,35.04,1544295600,25.37,1544356800,30.87,1544313600,22.97,1544338800,15.08,0.56,1032.24,4.18,9.31,1544288400,289,0.32,2,1544288400,10,22.28,1544270400,35.04,1544295600,18.15,1544259600,30.87,1544313600,2018-12-08,NA,NA,NA
"343",1544331600,"Clear throughout the day.","clear-day",1544357397,1544390982,0.08,0,0,0,34.88,1544382000,25.99,1544436000,34.88,1544382000,21.17,1544439600,17.57,0.59,1028.97,1.88,5.19,1544400000,274,0.12,2,1544374800,10,25.37,1544356800,34.88,1544382000,22.97,1544338800,34.88,1544382000,2018-12-09,NA,NA,NA
"344",1544418000,"Clear throughout the day.","clear-day",1544443847,1544477385,0.11,0,0,0,38.97,1544468400,24.65,1544526000,36.18,1544479200,24.65,1544526000,18.44,0.58,1020.26,3.82,9.32,1544457600,13,0.01,2,1544457600,10,25.99,1544436000,38.97,1544468400,21.17,1544439600,36.18,1544479200,2018-12-10,NA,NA,NA
"345",1544504400,"Mostly cloudy overnight.","partly-cloudy-night",1544530295,1544563790,0.14,0,0,0,39.94,1544558400,32.18,1544612400,39.76,1544554800,25.31,1544612400,20.96,0.64,1018.64,1.4,6.71,1544580000,294,0.13,2,1544547600,10,24.65,1544526000,39.94,1544558400,24.65,1544526000,39.76,1544554800,2018-12-11,NA,NA,NA
"346",1544590800,"Partly cloudy in the morning.","partly-cloudy-night",1544616742,1544650198,0.17,0,0,0,38.91,1544634000,32.07,1544670000,35.84,1544655600,26.5,1544702400,22.78,0.61,1019.83,4.76,8.84,1544626800,304,0.57,1,1544626800,9.97,32.07,1544670000,38.91,1544634000,25.31,1544612400,35.84,1544655600,2018-12-12,NA,NA,NA
"347",1544677200,"Overcast throughout the day.","cloudy",1544703187,1544736608,0.2,0,0,0,38.16,1544745600,37.9,1544756400,34.63,1544745600,34.63,1544763600,28.83,0.77,1029.45,5.42,8.73,1544716800,58,0.85,1,1544713200,9.05,32.73,1544695200,38.95,1544752800,26.5,1544702400,35.88,1544760000,2018-12-13,NA,NA,NA
"348",1544763600,"Light rain overnight.","rain",1544789630,1544823020,0.23,7e-04,0.0088,0.6,48.56,1544817600,46.07,1544868000,47.88,1544824800,45.96,1544878800,40.74,0.87,1029.69,2.53,6.9,1544767200,99,1,1,1544799600,9.39,38.67,1544763600,48.56,1544817600,34.63,1544763600,47.88,1544824800,2018-12-14,1544846400,NA,"rain"
"349",1544850000,"Mostly cloudy throughout the day.","partly-cloudy-day",1544876072,1544909434,0.26,0.0055,0.0297,1,50.84,1544904000,39.11,1544965200,50.84,1544904000,32.15,1544965200,43.94,0.86,1020.9,4.19,12.2,1544932800,41,0.84,1,1544886000,6.77,46.07,1544868000,50.84,1544904000,42.64,1544932800,50.84,1544904000,2018-12-15,1544857200,NA,"rain"
"350",1544936400,"Rain throughout the day.","rain",1544962512,1544995851,0.29,0.0454,0.138,1,40.22,1544983200,36.95,1545012000,34.33,1544994000,30.05,1545012000,36.67,0.87,1013.67,9.53,16.9,1544943600,39,1,1,1544972400,5.93,36.95,1545012000,46.78,1544936400,30.05,1545012000,41.34,1544936400,2018-12-16,1544961600,NA,"rain"
